a,b
0.14901424590336979,-0.0414792903513554
0.19430656143020775,0.45690895692240757
-0.07024601241700079,-0.07024108708475416
0.47376384465221744,0.23023041874587263
-0.14084231578048562,0.1627680130757894
-0.13902530784373868,-0.13971892607107705
0.07258868146981023,-0.5739840733973394
-0.5174753497539099,-0.1686862587722918
-0.3038493361003271,0.09427419977858216
-0.27240722265636325,-0.42369111040058743
0.4396946306764662,-0.06773289014596069
0.02025846140637715,-0.42742445586403705
-0.1633148173575548,0.03327677691295983
-0.3452980732266908,0.11270940550370158
-0.1801916069756415,-0.08750812493798303
-0.18051198366881907,0.5556834553526813
-0.004049167421380176,-0.3173132786867701
0.2467634736309567,-0.36625309499130665
0.06265907850142662,-0.5879010371639326
-0.3984558146695291,0.059058370760737056
0.22153997399862313,0.051410484356991144
-0.03469448471647216,-0.09033110867678663
-0.4435565971102282,-0.2159532625184126
-0.13819163128793624,0.3171366678656747
0.10308548687053842,-0.5289120466088202
0.0972251908184385,-0.11552468412489496
-0.2030766000917876,0.18350288665226036
0.3092998567487853,0.27938403573485954
-0.25176525696679153,-0.09276371275536437
0.09937902942106919,0.29266353813670776
-0.14375227135358698,-0.055697692999145135
-0.33190049220180845,-0.3588619872242012
0.2437577467182594,0.4068720085712469
-0.021603036474100154,0.30105986936760726
0.10849080751429024,-0.19353592638153727
0.10841868165252418,0.46141096993979075
-0.010747811732985462,0.4693930967442018
-0.7859235312269233,0.24657075131256714
0.02611412047145136,-0.08970220513976022
0.027528232960650687,-0.5962706743802678
-0.06590156635125358,0.10713377145352392
0.4433682134224548,-0.1554810654820942
-0.24254808086795626,-0.15052711307536096
0.27462063531062225,0.09862533289790533
-0.15892806113011163,0.1539802299340068
0.029123264804412116,0.29059349715986676
-0.2106159281632057,-0.09829864397933046
-0.11763244593964728,-0.4390544844396356
0.08883608311937281,0.0783165816539668
0.001534036992738267,-0.07037614001254407
-0.42461122261512424,-0.1261935968296077
-0.10281435495803085,-0.24068318076648565
-0.04838571349980274,0.12121525704436151
0.565855770363159,0.05237334384955169
0.07726511721682931,-0.022333774729850164
-0.5756313645897124,-0.007954162634765062
0.01806906298230793,0.7389726337455859
-0.05770828943433676,0.09046420270008373
-0.010413530911572993,-0.3506034112858596
0.34284684435450613,0.22557990980603224
0.23730958411291406,-0.2728162364384217
0.4208382932808297,-0.42055531883768427
0.1760571281400811,0.6571366877429935
-0.2971608975392065,-0.16988931888083156
0.029895409526292365,-0.15104269623485975
-0.4651990293198398,0.020568892441808196
-0.31869111411783146,0.14207772919055447
-0.2758272702701409,0.4649803215052618
-0.2349759877008711,-0.09661845486170267
0.24405516521090093,-0.36925929493018655
0.06823798038123882,0.3921428262847284
-0.4822449703683682,0.05539015755969126
0.07796483827452706,0.2345468615331931
-0.3710852132634246,-0.3961369839252829
0.15658246968506928,0.08909540196995581
0.07514785510376296,0.1039344628490927
-0.20400741647354723,0.06967610914830107
0.08792174198960437,-0.21430542540791034
0.559732353343427,0.14214987627353626
-0.35739104916079456,0.19696608259014892
-0.29240450106819643,0.2361253811227356
0.34757867370222123,-0.24620469550551313
0.28901283877329653,0.12383427808094949
0.246618047998347,0.5690378947961842
-0.07361643480086115,-0.22612084930724685
-0.266854328887657,-0.24474308548963147
-0.02313051282423126,0.10234559244499317
0.08300723979900572,0.24815497471080714
0.0039005675633721057,0.43606022314719506
-0.07939704997138682,0.8160507499768856
0.18770020432950185,-0.25714726692488477
-0.3212677494183337,0.1447417245729556
-0.06703883559775527,0.2142001482276276
0.14197128737206344,-0.021848673797061832
-0.25403811542052146,-0.4544541674057594
-0.1339544856201063,0.2569196382970417
0.06422812323906119,-0.3737216336135964
0.0519542777553546,0.11559521391865103
-0.2651572308603399,0.04611753178365837
0.017462615533799967,-0.34289108934918694
0.10733620810448498,0.1682353579104703
0.3249153729525831,0.31614061561047085
-0.4133008103871273,-0.28134751197453683
0.15451058016259792,0.15413578527366265
0.15451430589181436,1.1558194471964163
0.17126715320795008,0.3406696920541797
0.2862005290479607,0.1954173753917394
-0.09458077339210368,0.22769076614798023
-0.23184756436127152,-0.07104558202200266
-0.14560906434873103,0.024562241815896765
0.6943975700020526,-0.5601795577775244
0.20587805711235405,-0.4838147613568955
-0.14157955973683004,0.32668517909020983
0.01928400572863883,-0.3233234333787918
-0.21459111277799045,0.20387932468040273
-0.219109989515141,0.06493757687459245
0.013671551971144134,-0.19548010428174512
0.6431832267975977,0.19017570669540337
-0.6075427759972821,0.055936294430828294
-0.1985359394305164,0.2557300004388672
-0.23775622152981019,-0.034420932440069704
0.15149618369413714,0.2597265582510364
-0.3600889221167329,-0.1003503707522845
-0.14248359334828684,-0.19599876977211356
0.5296362720843291,0.12149451328828666
-0.37826518630051353,0.2753585841164328
0.6366468591037899,0.30973957816534403
-0.455810989786204,-0.1452702218598754
0.3800733447559868,-0.2123008396856342
0.13314582844386852,0.23239021602880103
-0.2780791414734249,-0.017857606818540022
-0.9723802020207217,-0.30731629240028696
-0.07577044541794808,-0.3743349545894548
0.48972339117949054,-0.42904241338818977
-0.13201334600909512,0.0392221731858274
0.43238198671983463,-0.4307586453538318
0.3489491256464879,0.0030699183058761144
-0.2944525953143853,0.1386310422789812
0.059717908672041006,-0.1800650631476384
0.020940625497005674,-0.11559407905852806
0.034055203575374414,0.198639202356314
0.4758050448436056,-0.3713446496480547
0.63991001239688,-0.5856263398567505
-0.045535528510674994,0.17649516194537296
0.08429756032050979,-0.18680985594617813
-0.062436675107182565,-0.14790028039764985
-0.17680942708326344,0.2548806291063074
0.1071046457895142,-0.20787287857819625
0.2698799626299752,0.0921898562629828
0.24385863565168803,0.18888865257708368
-2.615585129144322,-3.870725474643326
3.007377019690299,3.6820168712071677
5.88606170400808,-1.0485878770628823
-1.5357829704866024,3.3169555289039625
-1.9103575169637859,5.169087907242776
4.300953022116142,-0.8520716714997798
3.0104528134979684,3.0545144890161886
-4.762513573968809,4.8306348801548005
0.06302846937428619,3.917489593292899
-2.159404787632659,4.746278741954406
-1.3295798551900422,-5.86994818223642
4.864583717031163,-4.904559878566397
-2.1682363489150216,5.400743604609659
5.407285763250673,0.8812546574794329
1.5820465460375912,-0.6186537362601623
-2.4814707396232256,-2.0560254555610085
2.0702214729244606,3.02849435325216
3.4989485247101832,3.4754177135346467
-4.905526763415716,-0.06695634356902236
-5.309294879800269,0.5943465878848269
-0.7016339835194758,4.652450193099597
-1.7890198493750553,-4.59519580286873
-4.28409981536597,3.138127580609666
1.4186167597951327,-4.7865278865265175
-4.990718326620031,2.4116295775094407
-5.126843923629678,3.8623207114842746
2.474906725877954,-5.023814632297203
-4.981947430977697,5.839674942014106
-1.5087504509265557,-1.5522942351973086
3.753594807090032,5.366982928606305
5.832012765874451,3.0405382231072995
-1.4848849736290113,-4.997991399615975
3.325762991129242,0.7008509968296606
-0.909335889036285,4.876252621136832
-4.6656302123261835,-0.0884987485096902
-5.863756262790972,-0.3760722960704843
-5.324360691817952,-4.574185004783137
-4.589685038674741,1.7905236253927628
2.9525385511850786,1.000425181165916
5.546070581694503,-1.5015530457155517
-2.571454964617671,4.4231895382735225
-3.3168499377665683,5.558670473287336
-5.854146303722204,5.638545920491669
-5.482081056593087,4.6937173643768535
0.33241330903559785,5.9155775534316035
-5.114441223175214,0.6462514128158494
5.631630427429187,0.2771741300417858
1.5527836576231504,2.348984267815407
-0.5455072227867213,1.5306969610087613
1.0117717430772029,4.813896125891867
